Fault_Type,Fault_Location,Severity_Level,Module_Age_Years,Rectification_Action,Previous_Rectification_Action,Irradiance,Weather_Condition,Timestamp,String_Num,Panel_Num,Repair_Cost,Downtime_Hours,Energy_Loss_Cost,Total_Cost
Open Circuit,String-8_Panel-15,High,10,Replace Wiring,Replace Wiring,875,Cloudy,2023-06-06 09:00:00,8,15,143.07,2.03,0.116,143.186
Hotspot,String-4_Panel-10,Low,9,Inspect Cells,Clean Panel,265,Cloudy,2023-06-06 10:00:00,4,10,75.06,1.02,0.044,75.104
Open Circuit,String-7_Panel-12,Low,9,Tighten Connection,Tighten Connection,409,Sunny,2023-06-06 11:00:00,7,12,39.22,0.52,0.03,39.25
Short Circuit,String-5_Panel-1,Medium,11,Replace Wiring,Remove Obstruction,461,Sunny,2023-06-06 13:00:00,5,1,139.81,1.92,0.086,139.89600000000002
Hotspot,String-5_Panel-19,Medium,9,Clean Panel,Inspect Junction Box,758,Cloudy,2023-06-06 16:00:00,5,19,28.01,0.28,0.012,28.022000000000002
Shadowing,String-9_Panel-11,High,5,Adjust Tilt,Adjust Tilt,593,Sunny,2023-06-06 16:00:00,9,11,125.62,2.08,0.118,125.738
Short Circuit,String-2_Panel-4,Low,14,Replace Fuse,Inspect Junction Box,791,Rainy,2023-06-06 17:00:00,2,4,66.21,0.56,0.033,66.243
Shadowing,String-3_Panel-1,Low,3,Remove Obstruction,Clean Panel,438,Rainy,2023-06-06 17:00:00,3,1,54.9,0.52,0.028,54.928
Open Circuit,String-3_Panel-18,High,13,Replace Wiring,Clean Panel,263,Sunny,2023-06-06 19:00:00,3,18,154.3,1.99,0.124,154.424
Open Circuit,String-4_Panel-8,Low,1,Tighten Connection,Tighten Connection,353,Sunny,2023-06-06 20:00:00,4,8,40.6,0.48,0.032,40.632
Open Circuit,String-7_Panel-15,Critical,13,Replace Module,Tighten Connection,927,Cloudy,2023-06-06 21:00:00,7,15,541.93,5.73,0.357,542.2869999999999
Hotspot,String-2_Panel-9,High,4,Replace Panel Section,Remove Obstruction,593,Sunny,2023-06-06 21:00:00,2,9,332.33,3.83,0.192,332.522
Open Circuit,String-7_Panel-12,Critical,14,Replace Module,Replace Module,603,Cloudy,2023-06-06 22:00:00,7,12,528.52,6.12,0.258,528.778
Open Circuit,String-1_Panel-13,Low,9,Tighten Connection,Inspect Cells,901,Cloudy,2023-06-07 00:00:00,1,13,45.39,0.46,0.024,45.414
Shadowing,String-10_Panel-16,Medium,9,Remove Obstruction,Remove Obstruction,843,Rainy,2023-06-07 01:00:00,10,16,45.05,0.54,0.033,45.083
Shadowing,String-9_Panel-14,Critical,12,Replace Module,Reinstall Module,825,Cloudy,2023-06-07 02:00:00,9,14,500.45,5.63,0.305,500.755
Open Circuit,String-2_Panel-16,Critical,14,Replace Module,Reinstall Module,683,Cloudy,2023-06-07 02:00:00,2,16,467.97,4.38,0.26,468.23
Open Circuit,String-4_Panel-7,Critical,4,Replace Module,Replace Module,860,Sunny,2023-06-07 02:00:00,4,7,432.08,6.61,0.297,432.377
Hotspot,String-4_Panel-12,Low,5,Inspect Cells,Clean Panel,801,Sunny,2023-06-07 03:00:00,4,12,83.88,1.16,0.073,83.95299999999999
Open Circuit,String-7_Panel-1,Medium,6,Tighten Connection,Replace Connector,783,Sunny,2023-06-07 03:00:00,7,1,45.12,0.47,0.025,45.144999999999996
Short Circuit,String-7_Panel-14,High,2,Replace Wiring,Replace Wiring,734,Sunny,2023-06-07 05:00:00,7,14,149.04,2.41,0.112,149.152
Hotspot,String-7_Panel-6,Medium,7,Inspect Cells,Inspect Cells,907,Cloudy,2023-06-07 05:00:00,7,6,81.5,1.04,0.052,81.552
Open Circuit,String-1_Panel-10,Low,4,Tighten Connection,Tighten Connection,388,Cloudy,2023-06-07 06:00:00,1,10,39.73,0.66,0.035,39.76499999999999
Shadowing,String-2_Panel-13,High,9,Adjust Tilt,Adjust Tilt,566,Cloudy,2023-06-07 06:00:00,2,13,129.62,2.18,0.115,129.735
Open Circuit,String-6_Panel-6,High,8,Replace Wiring,Replace Wiring,817,Sunny,2023-06-07 06:00:00,6,6,144.91,2.24,0.102,145.012
Short Circuit,String-1_Panel-7,Critical,2,Replace Panel Section,Replace Connector,401,Cloudy,2023-06-07 07:00:00,1,7,328.65,3.21,0.168,328.818
Short Circuit,String-1_Panel-1,Low,1,Inspect Junction Box,Clean Panel,409,Cloudy,2023-06-07 08:00:00,1,1,71.61,0.99,0.054,71.664
Hotspot,String-4_Panel-14,Critical,11,Replace Module,Replace Module,820,Rainy,2023-06-07 09:00:00,4,14,502.98,5.57,0.27,503.25
Hotspot,String-3_Panel-2,Medium,3,Inspect Cells,Inspect Cells,344,Sunny,2023-06-07 09:00:00,3,2,81.84,1.26,0.074,81.914
Short Circuit,String-5_Panel-4,High,4,Replace Wiring,Replace Fuse,361,Cloudy,2023-06-07 10:00:00,5,4,138.38,2.49,0.126,138.506
Open Circuit,String-1_Panel-18,Medium,14,Replace Connector,Replace Panel Section,259,Rainy,2023-06-07 10:00:00,1,18,90.21,1.11,0.073,90.28299999999999
Open Circuit,String-9_Panel-5,Low,5,Tighten Connection,Tighten Connection,470,Cloudy,2023-06-07 11:00:00,9,5,39.24,0.47,0.021,39.261
Short Circuit,String-7_Panel-15,Low,8,Replace Fuse,Inspect Junction Box,766,Rainy,2023-06-07 13:00:00,7,15,61.78,0.5,0.031,61.811
Open Circuit,String-1_Panel-9,Critical,4,Replace Module,Replace Panel Section,206,Rainy,2023-06-07 13:00:00,1,9,564.31,6.22,0.374,564.684
Hotspot,String-1_Panel-13,Low,11,Inspect Cells,Clean Panel,885,Rainy,2023-06-07 14:00:00,1,13,86.01,1.22,0.063,86.07300000000001
Hotspot,String-10_Panel-14,High,1,Replace Module,Remove Obstruction,788,Rainy,2023-06-07 15:00:00,10,14,498.6,4.63,0.271,498.87100000000004
Open Circuit,String-4_Panel-2,Critical,3,Replace Module,Replace Connector,744,Cloudy,2023-06-07 16:00:00,4,2,500.57,5.92,0.256,500.82599999999996
Open Circuit,String-4_Panel-5,Medium,5,Replace Wiring,Clean Panel,846,Rainy,2023-06-07 16:00:00,4,5,154.21,1.86,0.098,154.30800000000002
Hotspot,String-8_Panel-3,Medium,14,Inspect Cells,Inspect Cells,269,Rainy,2023-06-07 17:00:00,8,3,89.17,1.16,0.068,89.238
Short Circuit,String-1_Panel-18,Critical,12,Replace Module,Replace Module,825,Cloudy,2023-06-07 19:00:00,1,18,530.14,4.63,0.206,530.346
Open Circuit,String-6_Panel-9,Low,9,Tighten Connection,Replace Fuse,497,Sunny,2023-06-07 19:00:00,6,9,38.12,0.57,0.028,38.147999999999996
Short Circuit,String-10_Panel-9,Medium,2,Replace Fuse,Replace Fuse,501,Rainy,2023-06-07 20:00:00,10,9,56.08,0.5,0.027,56.107
Shadowing,String-9_Panel-10,Low,13,Remove Obstruction,Tighten Connection,550,Cloudy,2023-06-07 20:00:00,9,10,46.86,0.62,0.036,46.896
Open Circuit,String-9_Panel-13,Low,1,Tighten Connection,Tighten Connection,465,Rainy,2023-06-07 22:00:00,9,13,40.36,0.48,0.024,40.384
Hotspot,String-7_Panel-1,Low,11,Inspect Cells,Clean Panel,948,Cloudy,2023-06-07 23:00:00,7,1,93.4,1.2,0.075,93.47500000000001
Open Circuit,String-9_Panel-2,Critical,1,Replace Module,Replace Module,642,Sunny,2023-06-08 01:00:00,9,2,565.79,6.4,0.342,566.132
Short Circuit,String-10_Panel-12,Medium,8,Replace Fuse,Remove Obstruction,526,Rainy,2023-06-08 03:00:00,10,12,59.56,0.49,0.031,59.591
Shadowing,String-6_Panel-7,Critical,13,Replace Module,Reinstall Module,641,Rainy,2023-06-08 03:00:00,6,7,559.72,7.13,0.452,560.172
Hotspot,String-4_Panel-16,High,12,Replace Module,Replace Connector,510,Rainy,2023-06-08 04:00:00,4,16,515.55,4.23,0.249,515.799
Open Circuit,String-1_Panel-2,High,9,Replace Wiring,Replace Panel Section,564,Sunny,2023-06-08 04:00:00,1,2,145.27,1.74,0.106,145.376
Short Circuit,String-9_Panel-8,Low,6,Inspect Junction Box,Inspect Cells,498,Cloudy,2023-06-08 05:00:00,9,8,62.66,0.94,0.061,62.721
Open Circuit,String-5_Panel-18,Low,9,Tighten Connection,Tighten Connection,857,Rainy,2023-06-08 05:00:00,5,18,43.86,0.46,0.028,43.888
Shadowing,String-9_Panel-5,High,14,Adjust Tilt,Replace Wiring,530,Rainy,2023-06-08 05:00:00,9,5,121.88,2.22,0.145,122.02499999999999
Hotspot,String-6_Panel-19,Low,13,Inspect Cells,Replace Panel Section,838,Rainy,2023-06-08 07:00:00,6,19,84.77,0.8,0.041,84.81099999999999
Shadowing,String-2_Panel-12,Low,14,Clean Panel,Adjust Tilt,488,Sunny,2023-06-08 08:00:00,2,12,29.95,0.31,0.02,29.97
Short Circuit,String-2_Panel-14,Medium,12,Replace Fuse,Replace Fuse,230,Sunny,2023-06-08 09:00:00,2,14,65.48,0.5,0.027,65.507
Open Circuit,String-4_Panel-10,Medium,3,Replace Wiring,Replace Fuse,898,Sunny,2023-06-08 10:00:00,4,10,144.5,2.46,0.128,144.628
Open Circuit,String-3_Panel-11,Low,6,Tighten Connection,Inspect Cells,656,Cloudy,2023-06-08 11:00:00,3,11,43.36,0.44,0.027,43.387
Shadowing,String-9_Panel-4,Medium,11,Remove Obstruction,Remove Obstruction,429,Sunny,2023-06-08 16:00:00,9,4,47.27,0.51,0.022,47.292
Shadowing,String-9_Panel-9,Low,1,Inspect Cells,Clean Panel,986,Sunny,2023-06-08 16:00:00,9,9,81.67,0.96,0.059,81.729
Open Circuit,String-5_Panel-3,Critical,10,Replace Module,Replace Module,779,Sunny,2023-06-08 16:00:00,5,3,512.52,6.8,0.444,512.9639999999999
Open Circuit,String-8_Panel-1,Low,7,Tighten Connection,Remove Obstruction,621,Sunny,2023-06-08 18:00:00,8,1,41.11,0.58,0.028,41.138
Open Circuit,String-9_Panel-18,Critical,4,Replace Module,Replace Module,437,Cloudy,2023-06-08 19:00:00,9,18,498.0,6.67,0.436,498.436
Hotspot,String-1_Panel-4,High,10,Replace Panel Section,Replace Panel Section,795,Rainy,2023-06-08 20:00:00,1,4,319.42,3.5,0.231,319.651
Shadowing,String-2_Panel-15,Low,12,Clean Panel,Reinstall Module,428,Sunny,2023-06-09 00:00:00,2,15,29.64,0.25,0.011,29.651
Short Circuit,String-3_Panel-17,High,11,Replace Wiring,Replace Wiring,827,Rainy,2023-06-09 04:00:00,3,17,163.38,2.45,0.125,163.505
Open Circuit,String-4_Panel-8,Critical,13,Replace Module,Replace Module,746,Sunny,2023-06-09 05:00:00,4,8,562.4,6.29,0.333,562.733
Open Circuit,String-8_Panel-17,Low,5,Replace Connector,Clean Panel,415,Rainy,2023-06-09 05:00:00,8,17,76.14,1.2,0.067,76.207
Shadowing,String-7_Panel-17,Critical,6,Reinstall Module,Replace Connector,328,Rainy,2023-06-09 06:00:00,7,17,222.12,3.19,0.153,222.273
Short Circuit,String-8_Panel-14,Medium,10,Replace Fuse,Replace Fuse,815,Sunny,2023-06-09 06:00:00,8,14,61.5,0.63,0.04,61.54
Hotspot,String-6_Panel-5,Low,2,Clean Panel,Clean Panel,246,Sunny,2023-06-09 07:00:00,6,5,28.77,0.27,0.016,28.785999999999998
Hotspot,String-8_Panel-17,High,6,Replace Module,Replace Panel Section,621,Sunny,2023-06-09 08:00:00,8,17,513.11,6.86,0.418,513.528
Open Circuit,String-1_Panel-7,Medium,14,Inspect Junction Box,Replace Connector,563,Sunny,2023-06-09 10:00:00,1,7,60.52,1.06,0.055,60.575
Hotspot,String-4_Panel-8,Low,11,Clean Panel,Replace Connector,382,Cloudy,2023-06-09 10:00:00,4,8,30.09,0.31,0.016,30.105999999999998
Short Circuit,String-3_Panel-10,High,14,Replace Module,Replace Panel Section,721,Cloudy,2023-06-09 10:00:00,3,10,560.68,5.46,0.262,560.9419999999999
Shadowing,String-9_Panel-10,Medium,9,Remove Obstruction,Remove Obstruction,884,Sunny,2023-06-09 10:00:00,9,10,51.62,0.5,0.027,51.647
Open Circuit,String-3_Panel-11,High,8,Inspect Junction Box,Inspect Junction Box,694,Rainy,2023-06-09 11:00:00,3,11,60.58,0.99,0.059,60.638999999999996
Shadowing,String-7_Panel-6,High,6,Adjust Tilt,Reinstall Module,459,Rainy,2023-06-09 12:00:00,7,6,103.56,1.99,0.102,103.662
Shadowing,String-4_Panel-19,Low,7,Remove Obstruction,Inspect Junction Box,730,Rainy,2023-06-09 13:00:00,4,19,51.15,0.44,0.024,51.174
Hotspot,String-6_Panel-5,Low,8,Inspect Cells,Reinstall Module,902,Cloudy,2023-06-09 14:00:00,6,5,75.63,1.16,0.074,75.704
Shadowing,String-1_Panel-8,Critical,2,Reinstall Module,Inspect Junction Box,219,Sunny,2023-06-09 15:00:00,1,8,192.01,3.76,0.186,192.196
Hotspot,String-10_Panel-1,Medium,3,Inspect Cells,Inspect Cells,417,Sunny,2023-06-09 18:00:00,10,1,87.33,1.13,0.067,87.39699999999999
Hotspot,String-6_Panel-12,Critical,1,Replace Module,Clean Panel,336,Sunny,2023-06-09 20:00:00,6,12,464.61,5.49,0.267,464.877
Hotspot,String-3_Panel-11,Critical,8,Replace Module,Replace Panel Section,702,Rainy,2023-06-09 20:00:00,3,11,600.25,5.45,0.285,600.535
Short Circuit,String-4_Panel-16,Critical,2,Replace Panel Section,Replace Module,936,Sunny,2023-06-09 21:00:00,4,16,330.74,4.3,0.267,331.007
Short Circuit,String-10_Panel-1,High,10,Replace Wiring,Adjust Tilt,892,Rainy,2023-06-09 23:00:00,10,1,139.84,1.87,0.096,139.936
Hotspot,String-8_Panel-19,High,14,Replace Module,Replace Panel Section,498,Rainy,2023-06-10 04:00:00,8,19,572.51,5.83,0.297,572.807
Hotspot,String-8_Panel-4,High,14,Replace Panel Section,Replace Connector,900,Rainy,2023-06-10 06:00:00,8,4,293.74,4.89,0.224,293.964
Short Circuit,String-10_Panel-19,High,10,Inspect Junction Box,Replace Panel Section,744,Cloudy,2023-06-10 07:00:00,10,19,76.04,1.0,0.051,76.09100000000001
Hotspot,String-1_Panel-3,Medium,9,Replace Panel Section,Inspect Cells,953,Cloudy,2023-06-10 08:00:00,1,3,281.59,2.97,0.193,281.78299999999996
Shadowing,String-4_Panel-11,Critical,11,Replace Module,Tighten Connection,897,Sunny,2023-06-10 09:00:00,4,11,523.25,6.15,0.368,523.618
Open Circuit,String-8_Panel-19,Medium,13,Replace Wiring,Replace Connector,983,Sunny,2023-06-10 09:00:00,8,19,139.16,2.25,0.122,139.282
Open Circuit,String-9_Panel-5,High,13,Replace Wiring,Inspect Junction Box,234,Cloudy,2023-06-10 09:00:00,9,5,142.54,2.16,0.111,142.65099999999998
Shadowing,String-10_Panel-9,High,12,Adjust Tilt,Adjust Tilt,997,Cloudy,2023-06-10 11:00:00,10,9,118.84,2.44,0.128,118.968
Short Circuit,String-7_Panel-17,Critical,6,Replace Module,Replace Module,553,Sunny,2023-06-10 13:00:00,7,17,571.61,6.27,0.32,571.9300000000001
Shadowing,String-3_Panel-5,Low,14,Remove Obstruction,Reinstall Module,931,Cloudy,2023-06-10 14:00:00,3,5,55.49,0.52,0.022,55.512
Open Circuit,String-3_Panel-20,Low,6,Replace Wiring,Adjust Tilt,539,Sunny,2023-06-10 15:00:00,3,20,166.55,2.3,0.107,166.657
Hotspot,String-6_Panel-4,Low,8,Inspect Cells,Clean Panel,586,Cloudy,2023-06-10 16:00:00,6,4,58.56,1.05,0.045,58.605000000000004
Hotspot,String-5_Panel-13,Low,7,Clean Panel,Clean Panel,331,Cloudy,2023-06-10 17:00:00,5,13,29.92,0.32,0.016,29.936
Open Circuit,String-5_Panel-13,Critical,5,Replace Module,Replace Module,953,Sunny,2023-06-10 17:00:00,5,13,548.2,5.81,0.257,548.457
Short Circuit,String-7_Panel-8,High,13,Replace Module,Replace Fuse,418,Sunny,2023-06-10 17:00:00,7,8,552.4,6.39,0.42,552.8199999999999
Hotspot,String-3_Panel-10,Low,9,Inspect Cells,Replace Wiring,588,Rainy,2023-06-10 17:00:00,3,10,92.87,1.12,0.068,92.938
Short Circuit,String-9_Panel-1,Medium,2,Replace Fuse,Replace Fuse,863,Rainy,2023-06-10 18:00:00,9,1,64.75,0.51,0.03,64.78
Shadowing,String-8_Panel-14,Critical,5,Reinstall Module,Remove Obstruction,663,Sunny,2023-06-10 18:00:00,8,14,217.56,2.77,0.15,217.71
Hotspot,String-2_Panel-3,Critical,14,Replace Module,Adjust Tilt,916,Rainy,2023-06-10 18:00:00,2,3,432.56,6.46,0.281,432.841
Hotspot,String-4_Panel-8,Medium,14,Inspect Cells,Replace Wiring,555,Sunny,2023-06-10 22:00:00,4,8,97.8,1.03,0.06,97.86
Open Circuit,String-8_Panel-16,Medium,3,Replace Connector,Inspect Cells,328,Sunny,2023-06-10 22:00:00,8,16,88.08,0.91,0.045,88.125
Short Circuit,String-5_Panel-15,Critical,8,Replace Module,Inspect Cells,820,Rainy,2023-06-10 23:00:00,5,15,506.33,5.46,0.313,506.643
Short Circuit,String-4_Panel-2,Low,7,Inspect Junction Box,Remove Obstruction,446,Sunny,2023-06-11 00:00:00,4,2,72.19,0.88,0.049,72.239
Open Circuit,String-8_Panel-14,Low,8,Tighten Connection,Replace Module,721,Sunny,2023-06-11 00:00:00,8,14,41.0,0.53,0.033,41.033
Open Circuit,String-10_Panel-13,Medium,7,Replace Wiring,Reinstall Module,892,Sunny,2023-06-11 02:00:00,10,13,156.61,2.38,0.132,156.74200000000002
Open Circuit,String-6_Panel-5,Medium,3,Replace Wiring,Remove Obstruction,974,Sunny,2023-06-11 04:00:00,6,5,182.16,2.74,0.155,182.315
Short Circuit,String-4_Panel-6,Medium,13,Replace Fuse,Tighten Connection,226,Cloudy,2023-06-11 04:00:00,4,6,49.45,0.5,0.03,49.480000000000004
Short Circuit,String-1_Panel-7,Low,8,Replace Connector,Inspect Cells,615,Rainy,2023-06-11 05:00:00,1,7,89.45,1.08,0.062,89.512
Hotspot,String-7_Panel-20,High,12,Replace Module,Replace Panel Section,258,Cloudy,2023-06-11 07:00:00,7,20,491.13,5.61,0.348,491.478
Hotspot,String-8_Panel-8,Critical,7,Replace Module,Replace Module,859,Rainy,2023-06-11 07:00:00,8,8,555.09,5.65,0.325,555.4150000000001
Hotspot,String-1_Panel-15,High,9,Replace Module,Clean Panel,300,Sunny,2023-06-11 08:00:00,1,15,543.72,5.86,0.309,544.029
Open Circuit,String-1_Panel-18,Critical,13,Replace Module,Replace Module,482,Rainy,2023-06-11 10:00:00,1,18,481.75,5.18,0.268,482.018
Hotspot,String-6_Panel-9,Medium,9,Replace Panel Section,Replace Module,988,Cloudy,2023-06-11 11:00:00,6,9,330.35,3.58,0.224,330.574
Open Circuit,String-5_Panel-2,High,1,Replace Wiring,Reinstall Module,626,Rainy,2023-06-11 12:00:00,5,2,173.1,1.85,0.1,173.2
Shadowing,String-10_Panel-10,Critical,5,Reinstall Module,Reinstall Module,248,Rainy,2023-06-11 13:00:00,10,10,161.89,3.39,0.151,162.041
Shadowing,String-6_Panel-17,Medium,3,Adjust Tilt,Inspect Cells,264,Rainy,2023-06-11 14:00:00,6,17,129.37,1.77,0.106,129.476
Hotspot,String-1_Panel-5,Medium,2,Inspect Cells,Replace Connector,345,Sunny,2023-06-11 15:00:00,1,5,79.49,0.97,0.061,79.551
Short Circuit,String-4_Panel-5,Low,10,Replace Fuse,Inspect Cells,953,Rainy,2023-06-11 15:00:00,4,5,59.48,0.63,0.035,59.51499999999999
Hotspot,String-10_Panel-6,Critical,11,Replace Module,Replace Module,784,Rainy,2023-06-11 15:00:00,10,6,582.06,4.83,0.266,582.3259999999999
Shadowing,String-6_Panel-5,Medium,9,Remove Obstruction,Replace Panel Section,332,Cloudy,2023-06-11 16:00:00,6,5,47.86,0.59,0.026,47.886
Shadowing,String-7_Panel-12,Critical,3,Replace Module,Reinstall Module,303,Rainy,2023-06-11 17:00:00,7,12,433.14,5.06,0.282,433.42199999999997
Shadowing,String-9_Panel-5,Low,10,Adjust Tilt,Clean Panel,257,Rainy,2023-06-11 20:00:00,9,5,128.97,2.19,0.1,129.07
Shadowing,String-6_Panel-20,Low,4,Clean Panel,Clean Panel,953,Sunny,2023-06-11 21:00:00,6,20,28.68,0.33,0.019,28.698999999999998
Hotspot,String-10_Panel-8,Medium,12,Replace Panel Section,Reinstall Module,907,Rainy,2023-06-11 22:00:00,10,8,299.6,3.46,0.211,299.81100000000004
Shadowing,String-9_Panel-9,Low,3,Remove Obstruction,Reinstall Module,351,Cloudy,2023-06-11 22:00:00,9,9,51.49,0.48,0.031,51.521
Shadowing,String-1_Panel-20,High,4,Adjust Tilt,Adjust Tilt,807,Rainy,2023-06-11 23:00:00,1,20,120.98,2.12,0.105,121.08500000000001
Open Circuit,String-6_Panel-16,Medium,12,Replace Wiring,Adjust Tilt,774,Sunny,2023-06-11 23:00:00,6,16,157.37,2.25,0.123,157.493
Shadowing,String-10_Panel-17,Critical,5,Reinstall Module,Reinstall Module,281,Cloudy,2023-06-11 23:00:00,10,17,209.62,2.96,0.132,209.752
Shadowing,String-5_Panel-12,Low,12,Clean Panel,Clean Panel,293,Sunny,2023-06-12 00:00:00,5,12,30.16,0.26,0.011,30.171
Open Circuit,String-10_Panel-3,Medium,14,Replace Connector,Replace Connector,563,Cloudy,2023-06-12 00:00:00,10,3,78.23,1.03,0.056,78.286
Hotspot,String-8_Panel-9,Low,10,Clean Panel,Clean Panel,738,Sunny,2023-06-12 00:00:00,8,9,28.92,0.31,0.015,28.935000000000002
Short Circuit,String-7_Panel-18,Low,12,Replace Wiring,Inspect Junction Box,328,Cloudy,2023-06-12 01:00:00,7,18,156.15,2.01,0.117,156.267
Open Circuit,String-10_Panel-15,High,2,Inspect Junction Box,Replace Wiring,201,Rainy,2023-06-12 03:00:00,10,15,77.49,1.02,0.054,77.544
Shadowing,String-4_Panel-2,Low,10,Remove Obstruction,Clean Panel,668,Cloudy,2023-06-12 04:00:00,4,2,55.67,0.58,0.038,55.708
Short Circuit,String-8_Panel-18,Low,8,Inspect Junction Box,Replace Fuse,265,Cloudy,2023-06-12 04:00:00,8,18,68.31,0.83,0.035,68.345
Short Circuit,String-7_Panel-18,Critical,8,Replace Module,Tighten Connection,674,Cloudy,2023-06-12 05:00:00,7,18,565.53,6.26,0.317,565.847
Hotspot,String-7_Panel-16,Medium,2,Inspect Cells,Replace Wiring,756,Sunny,2023-06-12 07:00:00,7,16,90.92,1.11,0.068,90.988
Short Circuit,String-4_Panel-18,High,13,Replace Panel Section,Replace Wiring,862,Rainy,2023-06-12 09:00:00,4,18,345.3,4.3,0.227,345.527
Hotspot,String-10_Panel-17,Medium,13,Replace Panel Section,Inspect Cells,911,Sunny,2023-06-12 09:00:00,10,17,352.55,3.39,0.194,352.744
Hotspot,String-1_Panel-4,Low,7,Inspect Cells,Replace Fuse,556,Sunny,2023-06-12 11:00:00,1,4,83.93,0.9,0.039,83.96900000000001
Open Circuit,String-9_Panel-7,Critical,9,Replace Module,Replace Module,243,Cloudy,2023-06-12 11:00:00,9,7,574.51,6.9,0.344,574.854
Shadowing,String-1_Panel-10,Medium,10,Remove Obstruction,Clean Panel,712,Rainy,2023-06-12 13:00:00,1,10,43.22,0.42,0.022,43.242
Open Circuit,String-8_Panel-7,High,3,Replace Wiring,Replace Wiring,346,Cloudy,2023-06-12 13:00:00,8,7,149.59,1.88,0.112,149.702
Open Circuit,String-10_Panel-4,Critical,10,Replace Module,Replace Module,404,Rainy,2023-06-12 14:00:00,10,4,580.63,7.37,0.312,580.942
Shadowing,String-9_Panel-12,Critical,11,Replace Module,Reinstall Module,596,Rainy,2023-06-12 16:00:00,9,12,542.56,6.71,0.282,542.842
Short Circuit,String-7_Panel-3,Medium,4,Replace Fuse,Replace Fuse,479,Cloudy,2023-06-12 17:00:00,7,3,72.44,0.44,0.028,72.468
Open Circuit,String-1_Panel-6,Low,14,Tighten Connection,Tighten Connection,731,Cloudy,2023-06-12 20:00:00,1,6,36.98,0.59,0.028,37.007999999999996
Shadowing,String-7_Panel-19,Medium,11,Remove Obstruction,Remove Obstruction,832,Cloudy,2023-06-12 20:00:00,7,19,47.82,0.45,0.025,47.845
Short Circuit,String-7_Panel-14,Critical,6,Reinstall Module,Replace Module,391,Rainy,2023-06-12 22:00:00,7,14,205.79,3.51,0.2,205.98999999999998
Shadowing,String-7_Panel-4,Critical,4,Reinstall Module,Replace Module,357,Cloudy,2023-06-13 00:00:00,7,4,208.18,3.11,0.19,208.37
Open Circuit,String-1_Panel-18,Critical,10,Replace Module,Replace Module,273,Sunny,2023-06-13 00:00:00,1,18,514.0,5.15,0.266,514.266
Short Circuit,String-8_Panel-13,Medium,14,Replace Fuse,Clean Panel,509,Rainy,2023-06-13 00:00:00,8,13,63.65,0.56,0.026,63.676
Shadowing,String-9_Panel-12,Medium,4,Remove Obstruction,Remove Obstruction,811,Sunny,2023-06-13 03:00:00,9,12,49.49,0.59,0.031,49.521
Open Circuit,String-10_Panel-5,Critical,11,Replace Module,Replace Module,838,Rainy,2023-06-13 03:00:00,10,5,577.76,7.04,0.414,578.174
Short Circuit,String-7_Panel-2,High,14,Replace Module,Replace Wiring,753,Sunny,2023-06-13 04:00:00,7,2,534.7,6.28,0.348,535.048
Hotspot,String-4_Panel-5,High,4,Replace Panel Section,Replace Wiring,582,Rainy,2023-06-13 05:00:00,4,5,290.58,3.46,0.176,290.756
Shadowing,String-9_Panel-14,Medium,11,Remove Obstruction,Replace Connector,712,Sunny,2023-06-13 05:00:00,9,14,49.57,0.48,0.027,49.597
Open Circuit,String-5_Panel-13,Critical,7,Replace Module,Replace Module,644,Cloudy,2023-06-13 05:00:00,5,13,526.21,5.93,0.301,526.5110000000001
Short Circuit,String-2_Panel-13,Medium,11,Replace Fuse,Replace Fuse,736,Sunny,2023-06-13 07:00:00,2,13,69.66,0.53,0.034,69.694
Open Circuit,String-2_Panel-17,High,6,Replace Connector,Replace Wiring,737,Sunny,2023-06-13 07:00:00,2,17,94.66,1.0,0.049,94.709
Short Circuit,String-9_Panel-4,Medium,14,Replace Fuse,Replace Fuse,530,Cloudy,2023-06-13 07:00:00,9,4,55.86,0.47,0.023,55.883
Hotspot,String-6_Panel-9,High,4,Replace Panel Section,Replace Module,376,Sunny,2023-06-13 08:00:00,6,9,340.58,4.25,0.216,340.796
Open Circuit,String-5_Panel-10,Medium,2,Replace Connector,Replace Connector,211,Cloudy,2023-06-13 08:00:00,5,10,94.86,1.05,0.065,94.925
Shadowing,String-2_Panel-12,Low,2,Clean Panel,Clean Panel,580,Sunny,2023-06-13 09:00:00,2,12,27.51,0.28,0.012,27.522000000000002
Shadowing,String-3_Panel-4,Medium,4,Remove Obstruction,Replace Panel Section,393,Sunny,2023-06-13 09:00:00,3,4,39.76,0.44,0.025,39.785
Shadowing,String-9_Panel-16,Critical,3,Reinstall Module,Replace Panel Section,543,Rainy,2023-06-13 09:00:00,9,16,205.9,2.86,0.168,206.068
Open Circuit,String-2_Panel-16,Medium,8,Replace Connector,Replace Panel Section,755,Cloudy,2023-06-13 10:00:00,2,16,75.94,1.03,0.055,75.995
Shadowing,String-3_Panel-1,Medium,14,Remove Obstruction,Remove Obstruction,901,Rainy,2023-06-13 11:00:00,3,1,49.52,0.39,0.018,49.538000000000004
Open Circuit,String-10_Panel-5,High,12,Replace Wiring,Replace Panel Section,283,Cloudy,2023-06-13 14:00:00,10,5,165.35,2.06,0.098,165.448
Hotspot,String-8_Panel-2,High,13,Replace Panel Section,Replace Panel Section,686,Rainy,2023-06-13 15:00:00,8,2,380.61,3.4,0.146,380.75600000000003
