Timestamp,String_ID,G_front,G_rear,T_cell,Voltage_V,Current_A,Label
'2025-01-09 12:32:57,2,893.85,134.08,47.38,64.53,0.7143,Open Circuit
'2025-01-11 10:46:41,1,914.27,137.14,45.51,55.36,0.7318,Open Circuit
'2025-01-15 15:10:10,1,597.45,89.62,38.14,34.78,0.4767,Open Circuit
'2025-01-20 14:45:18,2,612.01,91.8,40.13,8.29,10.7525,Short Circuit
'2025-01-06 13:43:08,2,794.1,119.11,43.97,6.34,13.9756,Short Circuit
'2025-01-21 14:43:15,2,650.99,97.65,41.03,12.17,10.1041,Healthy
'2025-01-28 16:08:05,2,362.45,54.37,30.7,9.92,3.2638,Shading
'2025-01-22 09:53:09,2,721.69,108.25,39.65,76.67,0.1044,Shading
'2025-01-26 16:02:25,2,446.35,66.95,31.48,48.64,0.0804,Shading
'2025-01-03 08:57:46,2,550.13,82.52,35.36,38.08,0.0,Short Circuit
'2025-01-25 12:28:40,1,946.45,141.97,48.65,62.44,0.7581,Open Circuit
'2025-01-12 16:13:34,2,417.31,62.6,34.41,45.11,0.0781,Shading
'2025-01-06 07:07:06,1,306.76,46.01,28.7,17.25,5.3619,Short Circuit
'2025-01-29 11:11:32,2,881.41,132.21,44.52,20.39,0.7053,Open Circuit
'2025-01-19 15:59:59,2,434.63,65.19,34.93,8.9,7.6183,Short Circuit
'2025-01-30 13:56:01,1,778.19,116.73,42.68,35.76,6.1464,Shading
'2025-01-27 11:29:49,2,954.78,143.22,49.42,32.04,13.7893,Healthy
'2025-01-19 13:56:51,1,799.25,119.89,43.82,24.88,11.7405,Healthy
'2025-01-26 08:56:15,2,591.89,88.78,39.29,1.22,9.4468,Healthy
'2025-01-09 13:34:32,2,852.49,127.87,44.18,21.68,15.0047,Short Circuit
'2025-01-06 10:25:54,1,831.96,124.79,46.94,68.14,5.6302,Healthy
'2025-01-22 14:33:04,1,642.88,96.43,40.88,69.97,0.0387,Shading
'2025-01-07 15:32:40,2,452.05,67.81,34.67,35.36,0.0,Short Circuit
'2025-01-18 11:54:05,1,921.57,138.24,48.71,42.38,0.7388,Open Circuit
'2025-01-16 16:31:48,2,374.58,56.19,31.79,41.39,0.0,Short Circuit
'2025-01-30 10:12:59,1,845.26,126.79,44.52,74.0,0.6488,Open Circuit
'2025-01-27 14:59:33,1,640.12,96.02,37.86,3.12,11.235,Short Circuit
'2025-01-25 07:47:50,1,418.44,62.77,31.23,24.94,0.5833,Shading
'2025-01-14 16:48:30,2,269.9,40.49,27.69,12.35,4.7156,Short Circuit
'2025-01-13 16:08:21,1,390.91,58.64,32.76,15.08,0.3111,Open Circuit
'2025-01-25 08:10:30,1,411.34,61.7,31.09,18.71,7.1977,Short Circuit
'2025-01-03 13:49:07,1,842.44,126.37,43.56,67.4,0.667,Open Circuit
'2025-01-29 11:32:16,2,929.4,139.41,48.74,79.57,5.3109,Healthy
'2025-01-19 12:19:52,2,928.3,139.25,46.21,11.22,0.7434,Open Circuit
'2025-01-17 13:14:05,1,881.85,132.28,48.11,36.36,12.0429,Healthy
'2025-01-05 10:13:39,2,804.03,120.6,44.78,15.1,0.6434,Open Circuit
'2025-01-28 07:11:02,2,300.08,45.01,28.45,5.64,2.7861,Shading
'2025-01-14 09:53:25,1,741.82,111.27,41.05,51.7,7.0924,Healthy
'2025-01-01 07:42:21,1,355.47,53.32,32.49,41.52,0.0,Open Circuit
'2025-01-30 16:00:04,1,384.97,57.74,33.33,3.55,6.09,Healthy
'2025-01-11 12:33:33,1,910.24,136.54,46.46,27.03,8.0795,Shading
'2025-01-05 12:03:52,2,906.37,135.96,46.48,1.77,14.5128,Healthy
'2025-01-15 12:19:00,1,946.05,141.91,50.38,20.78,8.7177,Shading
'2025-01-23 08:41:37,1,584.94,87.74,39.22,7.92,5.5206,Shading
'2025-01-28 16:55:12,2,326.83,49.03,28.6,3.09,3.0953,Shading
'2025-01-08 09:57:58,1,733.16,109.97,42.46,60.32,5.1183,Healthy
'2025-01-04 10:50:09,2,840.64,126.1,46.95,3.75,0.6734,Open Circuit
'2025-01-30 12:40:21,1,927.12,139.07,48.56,72.92,0.0,Short Circuit
'2025-01-11 11:26:06,2,942.42,141.36,48.52,46.87,7.0955,Shading
'2025-01-12 12:27:37,1,892.62,133.89,47.25,45.31,15.7324,Short Circuit
'2025-01-21 12:45:24,1,902.61,135.39,48.19,40.89,7.1255,Shading
'2025-01-03 13:18:55,2,898.11,134.72,48.16,71.6,6.4127,Healthy
'2025-01-02 08:57:11,2,548.62,82.29,36.05,39.11,0.0,Short Circuit
'2025-01-04 07:45:24,2,378.2,56.73,31.67,29.58,3.2288,Healthy
'2025-01-26 15:38:42,2,485.5,72.83,36.49,16.84,4.2059,Shading
'2025-01-09 07:04:09,1,329.77,49.47,29.87,34.29,0.1211,Shading
'2025-01-17 15:08:55,1,592.79,88.92,38.92,20.3,10.4091,Short Circuit
'2025-01-14 09:37:36,1,743.75,111.56,42.48,0.95,13.0808,Short Circuit
'2025-01-19 15:28:34,1,547.05,82.06,35.33,34.1,0.4359,Open Circuit
'2025-01-15 12:39:42,1,881.91,132.29,46.01,62.53,8.0083,Healthy
'2025-01-19 09:09:54,1,604.6,90.69,39.38,15.85,10.6187,Short Circuit
'2025-01-28 09:48:47,1,701.86,105.28,42.11,35.35,12.3419,Short Circuit
'2025-01-28 16:02:31,2,454.71,68.21,34.81,27.41,0.3622,Open Circuit
'2025-01-12 08:53:07,2,618.17,92.73,37.91,57.44,3.0239,Healthy
'2025-01-02 07:23:59,2,294.71,44.21,27.88,9.69,2.5851,Shading
'2025-01-08 15:56:41,2,399.31,59.9,32.01,30.76,3.4855,Healthy
'2025-01-07 15:53:50,2,432.3,64.84,32.51,14.08,7.5692,Short Circuit
'2025-01-01 15:27:48,2,533.63,80.04,35.23,26.97,0.4252,Open Circuit
'2025-01-01 09:49:16,2,758.67,113.8,43.08,17.59,11.5874,Healthy
'2025-01-29 14:05:24,1,788.81,118.32,44.09,43.72,9.3468,Healthy
'2025-01-27 13:37:55,2,817.81,122.67,44.18,59.19,7.2779,Healthy
'2025-01-14 14:37:56,2,633.45,95.02,40.02,8.7,5.9771,Shading
'2025-01-22 09:50:10,2,763.14,114.47,43.56,37.3,9.759,Healthy
'2025-01-25 10:27:40,2,835.8,125.37,44.75,27.82,14.7146,Short Circuit
'2025-01-17 08:54:29,1,601.62,90.24,36.32,31.51,0.4796,Open Circuit
'2025-01-09 08:28:46,1,504.85,75.73,33.83,28.56,3.6246,Shading
'2025-01-26 13:19:20,2,834.58,125.19,46.98,91.27,0.0,Open Circuit
'2025-01-03 11:16:16,1,916.19,137.43,48.88,78.14,0.0,Short Circuit
'2025-01-15 15:46:39,1,482.04,72.31,32.78,19.23,4.0398,Shading
'2025-01-18 08:12:07,2,435.0,65.25,32.97,39.53,0.3043,Shading
'2025-01-29 13:07:39,1,927.34,139.1,49.72,15.93,0.7437,Open Circuit
'2025-01-25 12:48:45,2,914.67,137.2,46.58,20.16,14.034,Healthy
'2025-01-23 15:20:59,2,532.68,79.9,36.49,55.01,0.3075,Open Circuit
'2025-01-11 14:53:57,1,586.17,87.93,35.64,33.9,0.8246,Shading
'2025-01-15 10:48:35,2,834.51,125.18,46.1,36.21,0.6682,Open Circuit
'2025-01-08 07:05:54,2,282.35,42.35,28.02,12.46,3.8426,Healthy
'2025-01-26 10:34:21,1,878.68,131.8,45.42,41.46,6.8273,Shading
'2025-01-06 11:55:48,2,906.95,136.04,46.01,43.44,15.9763,Short Circuit
'2025-01-28 14:30:51,1,646.01,96.9,41.37,15.06,9.8639,Healthy
'2025-01-30 11:13:32,1,874.33,131.15,47.84,94.61,0.0,Healthy
'2025-01-16 14:49:00,2,583.66,87.55,39.44,7.24,9.2037,Healthy
'2025-01-05 08:02:29,2,396.58,59.49,31.61,38.54,0.0,Short Circuit
'2025-01-11 09:53:34,1,795.1,119.27,44.51,52.16,0.0,Short Circuit
'2025-01-14 10:07:26,1,751.1,112.67,41.97,53.21,6.9954,Healthy
'2025-01-26 08:23:37,2,470.76,70.61,35.66,54.18,0.0,Shading
'2025-01-09 14:14:10,2,763.0,114.45,43.19,63.06,0.6009,Open Circuit
'2025-01-01 12:46:38,2,916.68,137.5,46.08,8.83,14.5622,Healthy
'2025-01-03 07:53:21,2,377.94,56.69,32.4,29.04,0.0,Short Circuit
'2025-01-08 14:44:54,2,671.57,100.74,41.87,20.97,9.8719,Healthy
'2025-01-14 14:38:10,1,666.32,99.95,39.08,12.92,6.1876,Shading
'2025-01-28 14:00:21,2,774.45,116.17,44.44,10.42,0.6197,Open Circuit
'2025-01-28 16:23:22,2,405.46,60.82,34.04,36.61,0.3132,Open Circuit
'2025-01-09 09:30:53,1,653.27,97.99,41.4,52.53,0.588,Shading
'2025-01-08 12:42:52,1,876.06,131.41,45.66,46.17,0.7013,Open Circuit
'2025-01-12 10:45:11,2,861.3,129.19,44.28,49.46,1.1894,Shading
'2025-01-28 13:15:48,1,827.15,124.07,45.97,34.99,11.2159,Healthy
'2025-01-01 07:58:11,2,457.58,68.64,34.19,12.6,6.8614,Healthy
'2025-01-12 12:42:27,2,898.29,134.74,46.28,65.47,0.0,Short Circuit
'2025-01-19 11:48:28,2,949.29,142.39,49.25,47.27,0.7612,Open Circuit
'2025-01-28 08:26:48,1,517.42,77.61,37.27,15.05,4.6203,Shading
'2025-01-01 12:34:11,2,947.03,142.05,48.21,70.37,0.7557,Open Circuit
'2025-01-12 14:43:31,1,609.89,91.48,38.4,15.11,10.7069,Short Circuit
'2025-01-04 09:25:13,2,714.69,107.2,41.31,17.65,10.846,Healthy
'2025-01-05 15:50:00,1,444.58,66.69,34.69,2.22,4.2419,Shading
'2025-01-12 12:23:55,1,942.68,141.4,48.4,0.21,0.7556,Open Circuit
'2025-01-29 14:55:53,2,656.34,98.45,40.87,30.26,0.5243,Open Circuit
'2025-01-21 13:00:21,1,938.75,140.81,47.53,86.6,0.4635,Shading
'2025-01-13 09:48:48,2,745.35,111.8,43.38,42.88,13.1138,Short Circuit
'2025-01-17 16:48:27,2,256.23,38.43,26.85,14.86,4.475,Short Circuit
'2025-01-02 15:33:26,1,503.2,75.48,37.06,2.32,8.8287,Short Circuit
'2025-01-04 15:37:34,2,467.0,70.05,32.48,4.4,0.3717,Open Circuit
'2025-01-14 13:12:41,2,866.79,130.02,47.62,33.52,0.6945,Open Circuit
'2025-01-18 11:01:04,1,908.55,136.28,46.9,86.93,0.359,Shading
'2025-01-14 07:33:35,2,305.97,45.9,31.05,8.06,4.6138,Healthy
'2025-01-06 16:47:02,1,296.68,44.5,27.51,28.05,1.6149,Healthy
'2025-01-08 15:45:32,1,505.81,75.87,33.95,48.76,0.0,Short Circuit
'2025-01-05 09:30:17,1,675.3,101.29,41.04,26.46,11.8692,Short Circuit
'2025-01-08 09:55:43,2,773.05,115.96,43.86,35.56,13.6045,Short Circuit
'2025-01-09 13:08:45,2,873.57,131.04,46.66,83.56,0.3524,Shading
'2025-01-13 14:15:47,1,769.65,115.45,41.6,39.4,13.5309,Short Circuit
'2025-01-11 08:48:20,1,550.43,82.56,37.74,17.86,0.4391,Open Circuit
'2025-01-06 07:55:21,1,409.49,61.42,30.33,17.92,3.3418,Shading
'2025-01-08 16:24:39,2,348.42,52.26,31.72,28.9,0.0,Short Circuit
'2025-01-28 09:20:21,2,663.79,99.57,38.14,20.94,11.6519,Short Circuit
'2025-01-15 10:37:19,1,828.39,124.26,44.83,81.52,2.3296,Healthy
'2025-01-10 15:04:15,1,536.54,80.48,37.58,34.25,5.7877,Healthy
'2025-01-19 13:47:19,1,768.51,115.28,43.18,60.01,0.7207,Shading
'2025-01-19 15:09:56,2,600.13,90.02,36.52,68.1,0.0,Open Circuit
'2025-01-22 16:40:42,1,357.58,53.64,30.66,27.93,3.0773,Healthy
'2025-01-20 15:05:08,1,567.62,85.14,36.92,2.52,5.4233,Shading
'2025-01-26 08:52:40,2,578.56,86.78,37.51,8.3,5.4469,Shading
'2025-01-25 08:28:53,2,530.58,79.59,37.58,33.74,9.2138,Short Circuit
'2025-01-09 08:44:24,2,510.07,76.51,34.05,50.71,0.3495,Open Circuit
'2025-01-21 16:36:48,1,349.01,52.35,29.91,28.55,0.0,Short Circuit
'2025-01-10 12:04:26,2,949.65,142.45,50.21,20.89,16.7597,Short Circuit
'2025-01-25 11:08:51,2,896.01,134.4,48.02,0.15,0.7181,Open Circuit
'2025-01-03 07:15:06,1,259.89,38.98,28.79,21.7,0.0,Short Circuit
'2025-01-20 08:30:18,1,523.68,78.55,34.37,8.08,8.1876,Healthy
'2025-01-11 15:19:19,2,583.86,87.58,39.38,6.36,9.233,Healthy
'2025-01-22 07:35:19,2,306.98,46.05,30.85,28.48,0.0,Short Circuit
'2025-01-14 09:14:31,1,602.49,90.37,37.29,22.14,5.1439,Shading
'2025-01-21 11:45:08,2,958.92,143.84,50.34,19.95,14.7942,Healthy
'2025-01-10 08:40:54,1,504.08,75.61,34.19,8.37,7.8574,Healthy
'2025-01-02 08:24:52,2,463.79,69.57,33.56,23.58,0.3693,Open Circuit
'2025-01-14 13:52:38,2,784.52,117.68,45.53,31.55,10.8326,Healthy
'2025-01-29 14:29:19,1,644.27,96.64,39.42,39.12,7.2085,Healthy
'2025-01-17 09:47:37,2,777.11,116.57,42.37,29.13,0.6212,Open Circuit
'2025-01-21 10:54:05,2,936.06,140.41,49.62,74.49,0.0,Short Circuit
'2025-01-08 07:38:40,2,364.81,54.72,32.41,29.37,0.2889,Open Circuit
'2025-01-01 16:42:22,2,291.66,43.75,28.43,11.03,4.1443,Healthy
'2025-01-15 10:02:20,2,780.98,117.15,42.56,43.74,0.6243,Open Circuit
'2025-01-12 13:42:09,2,809.72,121.46,43.61,69.81,4.8258,Healthy
'2025-01-07 10:53:07,2,844.93,126.74,46.18,84.47,0.2303,Shading
'2025-01-16 15:56:59,1,466.45,69.97,34.59,41.43,2.8783,Healthy
'2025-01-13 07:00:19,1,226.43,33.96,25.59,13.1,2.7242,Healthy
'2025-01-16 09:22:39,1,653.5,98.03,39.94,1.82,0.5218,Open Circuit
'2025-01-18 16:34:02,1,375.19,56.28,32.67,3.56,5.9316,Healthy
'2025-01-29 13:34:24,2,856.8,128.52,46.62,36.52,15.0968,Short Circuit
'2025-01-17 14:06:55,1,750.96,112.64,41.94,42.02,8.8779,Healthy
'2025-01-25 11:24:44,1,953.92,143.09,47.99,49.97,6.9659,Shading
'2025-01-22 09:42:48,1,755.62,113.34,41.62,66.58,4.2873,Healthy
'2025-01-15 11:27:27,2,953.33,143.0,47.07,89.0,0.0,Short Circuit
'2025-01-15 12:06:13,2,972.72,145.91,49.62,18.56,9.0592,Shading
'2025-01-04 11:36:20,1,975.16,146.27,49.53,6.46,17.2047,Short Circuit
'2025-01-08 13:05:02,1,877.26,131.59,45.72,72.86,5.7181,Healthy
'2025-01-27 14:56:58,2,646.46,96.97,38.14,40.9,6.9871,Healthy
'2025-01-28 12:40:54,1,887.99,133.2,45.68,81.88,0.6428,Open Circuit
'2025-01-27 16:54:21,2,291.9,43.78,28.32,1.75,0.2319,Open Circuit
'2025-01-08 07:54:38,1,412.41,61.86,32.32,46.71,0.1361,Healthy
'2025-01-29 10:35:52,2,820.81,123.12,46.0,52.26,1.0302,Shading
'2025-01-28 10:36:15,2,808.89,121.33,43.42,48.89,14.2044,Short Circuit
'2025-01-26 07:11:15,2,294.16,44.12,29.84,23.65,0.0,Short Circuit
'2025-01-26 11:47:04,1,960.28,144.04,48.28,26.45,0.7697,Open Circuit
'2025-01-20 07:12:59,1,254.84,38.23,27.88,12.44,2.0043,Shading
'2025-01-28 14:35:41,1,640.72,96.11,39.55,32.75,0.5115,Open Circuit
'2025-01-01 15:47:28,2,445.71,66.86,34.02,47.6,0.843,Healthy
'2025-01-22 13:49:56,1,766.94,115.04,41.92,56.62,6.6941,Healthy
'2025-01-02 09:08:35,1,655.28,98.29,37.71,50.04,0.5209,Open Circuit
'2025-01-24 12:33:14,1,904.67,135.7,48.77,10.02,15.9557,Short Circuit
'2025-01-23 14:45:38,1,648.49,97.27,38.46,8.59,10.2032,Healthy
'2025-01-26 08:11:49,2,437.46,65.62,33.19,23.69,7.6619,Short Circuit
'2025-01-14 10:02:50,1,757.79,113.67,44.66,53.22,0.8493,Shading
'2025-01-11 13:51:01,1,783.57,117.54,41.99,80.23,0.1879,Shading
'2025-01-02 10:33:26,2,806.66,121.0,43.84,79.04,0.5111,Open Circuit
'2025-01-12 15:53:58,2,396.56,59.48,32.53,17.26,5.4004,Healthy
'2025-01-25 10:51:18,2,862.7,129.4,44.57,65.53,0.8412,Shading
'2025-01-19 11:24:27,1,963.37,144.51,49.23,47.15,0.7725,Open Circuit
'2025-01-21 11:44:16,1,977.65,146.65,50.33,48.78,12.2101,Healthy
'2025-01-23 12:56:30,2,898.64,134.8,45.0,21.24,15.8226,Short Circuit
'2025-01-15 10:27:18,1,852.85,127.93,46.21,41.28,0.6829,Open Circuit
'2025-01-07 12:19:35,2,983.79,147.57,50.54,0.01,15.7861,Healthy
'2025-01-12 09:24:36,1,627.03,94.05,39.22,35.63,7.3949,Healthy
'2025-01-11 11:28:57,1,964.63,144.69,50.53,89.39,3.6522,Healthy
'2025-01-06 11:45:21,1,989.15,148.37,49.17,105.56,0.0,Open Circuit
'2025-01-16 07:22:44,1,280.68,42.1,27.11,18.73,0.3604,Shading
'2025-01-03 10:46:51,1,857.77,128.66,46.51,43.14,0.687,Open Circuit
'2025-01-11 14:44:16,1,675.36,101.3,42.2,62.41,0.5004,Open Circuit
'2025-01-05 15:17:09,2,553.54,83.03,35.41,19.26,7.9813,Healthy
'2025-01-25 12:38:35,1,968.6,145.29,48.21,59.07,16.7142,Short Circuit
'2025-01-22 14:04:41,2,804.62,120.69,43.57,55.67,0.0,Short Circuit
'2025-01-21 14:27:28,2,645.22,96.78,39.11,6.1,10.2263,Healthy
'2025-01-09 11:39:02,2,920.1,138.02,49.22,9.6,8.7686,Shading
'2025-01-15 14:43:21,2,640.87,96.13,40.93,28.45,5.1541,Shading
'2025-01-11 16:06:21,2,397.76,59.66,31.75,44.17,0.3994,Healthy
'2025-01-26 11:46:12,2,964.82,144.72,47.73,57.05,16.9811,Short Circuit
'2025-01-19 14:45:22,1,620.12,93.02,38.87,11.91,9.6043,Healthy
'2025-01-02 10:09:35,2,837.27,125.59,43.76,69.29,5.6233,Healthy
'2025-01-04 07:32:32,2,383.75,57.56,30.13,2.06,6.712,Short Circuit
'2025-01-16 12:52:04,2,869.15,130.37,47.92,30.7,0.6965,Open Circuit
'2025-01-02 14:53:42,1,616.31,92.45,36.98,36.66,10.812,Short Circuit
'2025-01-06 09:16:15,2,653.82,98.07,40.51,49.45,5.5638,Healthy
'2025-01-11 11:19:11,1,914.37,137.16,47.22,98.31,0.0,Short Circuit
'2025-01-25 09:50:30,2,785.66,117.85,43.78,59.05,0.7904,Shading
'2025-01-22 11:41:52,2,986.34,147.95,50.96,2.31,17.413,Short Circuit
'2025-01-15 14:50:44,2,630.12,94.52,37.8,61.6,0.4333,Open Circuit
'2025-01-08 07:32:07,2,363.42,54.51,30.88,13.85,5.1474,Healthy
'2025-01-10 08:42:56,1,552.86,82.93,35.85,36.22,5.8291,Healthy
'2025-01-26 15:18:51,2,555.42,83.31,36.91,63.19,0.0,Shading
'2025-01-12 13:13:05,2,905.78,135.87,48.54,65.5,0.0,Short Circuit
'2025-01-14 08:40:34,1,498.07,74.71,33.23,14.05,7.4424,Healthy
'2025-01-24 11:00:09,1,877.13,131.57,45.8,38.69,0.7022,Open Circuit
'2025-01-25 12:42:44,1,899.41,134.91,47.1,74.04,0.7071,Open Circuit
'2025-01-07 14:44:12,2,690.14,103.52,39.12,15.4,0.5509,Open Circuit
'2025-01-12 13:04:55,2,866.61,129.99,46.55,39.37,15.2693,Short Circuit
'2025-01-25 10:02:10,2,807.92,121.19,43.68,46.58,1.1157,Shading
'2025-01-04 13:16:43,2,861.77,129.27,47.25,72.54,5.3429,Healthy
'2025-01-16 12:07:40,1,907.02,136.05,49.19,78.03,0.6985,Open Circuit
'2025-01-01 13:22:54,2,868.4,130.26,45.73,94.02,0.0,Open Circuit
'2025-01-09 10:18:21,1,799.62,119.94,42.1,65.66,5.5714,Healthy
'2025-01-12 16:01:57,2,439.99,66.0,33.79,22.1,7.7083,Short Circuit
'2025-01-22 14:33:16,1,654.76,98.21,41.24,2.85,0.5232,Open Circuit
'2025-01-06 15:49:11,1,450.78,67.62,32.15,22.99,3.4472,Shading
'2025-01-09 14:32:29,2,631.43,94.71,37.14,68.52,0.0686,Shading
'2025-01-21 07:33:36,2,303.88,45.58,28.89,1.28,0.2415,Open Circuit
'2025-01-07 09:06:44,2,652.86,97.93,41.21,66.57,0.3641,Open Circuit
'2025-01-04 10:36:21,1,879.4,131.91,47.46,33.95,12.269,Healthy
'2025-01-04 15:20:07,2,531.07,79.66,37.43,35.86,0.4234,Open Circuit
'2025-01-17 16:54:42,2,246.4,36.96,27.61,1.7,4.3048,Short Circuit
'2025-01-28 07:53:35,1,450.31,67.55,31.53,21.03,5.9717,Healthy
'2025-01-18 10:58:50,2,947.65,142.15,49.8,78.02,0.0,Short Circuit
'2025-01-22 08:38:19,1,522.47,78.37,37.43,51.16,1.998,Healthy
'2025-01-19 08:49:27,1,568.9,85.34,38.75,36.44,0.4539,Open Circuit
'2025-01-05 11:30:09,2,961.0,144.15,47.76,0.1,15.4013,Healthy
'2025-01-17 13:11:06,1,887.62,133.14,48.0,36.2,7.2995,Shading
'2025-01-01 10:19:38,1,776.96,116.54,45.13,8.8,13.6809,Short Circuit
'2025-01-24 12:04:52,1,941.05,141.16,49.1,69.43,0.7515,Open Circuit
'2025-01-30 08:30:36,2,524.77,78.72,34.0,58.53,0.0,Short Circuit
'2025-01-15 14:30:56,2,731.8,109.77,41.33,14.38,12.864,Short Circuit
'2025-01-23 12:57:07,1,890.1,133.52,45.43,61.34,8.4351,Healthy
'2025-01-20 07:48:21,2,377.42,56.61,30.52,19.93,4.7416,Healthy
'2025-01-25 16:38:26,2,285.06,42.76,30.03,29.06,0.0,Short Circuit
'2025-01-30 13:18:09,2,901.45,135.22,47.22,23.87,0.7222,Open Circuit
'2025-01-21 11:35:32,2,924.87,138.73,46.13,79.11,0.0,Short Circuit
'2025-01-12 15:39:06,1,430.88,64.63,32.47,34.36,0.4224,Shading
'2025-01-22 09:18:15,1,650.34,97.55,40.87,61.9,0.0,Short Circuit
'2025-01-24 14:07:25,2,752.41,112.86,42.05,75.99,0.2181,Shading
'2025-01-09 14:29:06,1,644.56,96.68,37.41,51.69,0.5965,Shading
'2025-01-12 13:10:22,1,901.1,135.17,45.28,39.03,12.0985,Healthy
'2025-01-06 14:57:37,1,608.36,91.25,38.35,20.24,8.8446,Healthy
'2025-01-24 15:07:50,1,584.55,87.68,38.43,52.24,0.4023,Shading
'2025-01-28 12:49:40,1,901.69,135.25,45.1,46.49,15.877,Short Circuit
'2025-01-27 16:51:05,2,341.66,51.25,28.94,24.46,0.403,Shading
'2025-01-29 16:34:53,2,310.24,46.54,27.72,7.38,0.2464,Open Circuit
'2025-01-25 13:03:53,1,923.21,138.48,48.35,74.3,0.7295,Open Circuit
'2025-01-18 08:33:41,2,475.77,71.37,33.13,16.16,4.1404,Shading
'2025-01-28 13:53:18,1,823.11,123.47,44.08,31.85,0.6585,Open Circuit
'2025-01-14 12:01:09,2,954.25,143.14,47.59,13.85,0.7646,Open Circuit
'2025-01-25 11:49:58,2,921.23,138.18,45.94,42.59,0.7376,Open Circuit
'2025-01-05 15:42:34,1,460.92,69.14,35.16,41.62,2.6841,Healthy
'2025-01-14 10:12:15,2,783.3,117.49,42.04,56.06,0.0,Short Circuit
'2025-01-12 15:56:17,1,437.58,65.64,32.45,9.1,4.0407,Shading
'2025-01-19 07:53:30,2,369.59,55.44,32.52,13.3,0.2942,Open Circuit
'2025-01-20 16:30:14,1,332.28,49.84,30.44,4.28,0.2642,Open Circuit
'2025-01-29 11:05:53,1,943.31,141.5,46.75,94.7,0.2231,Shading
'2025-01-20 13:02:41,2,884.46,132.67,47.79,26.6,13.0601,Healthy
'2025-01-05 13:30:57,1,832.93,124.94,45.41,0.45,13.3346,Healthy
'2025-01-20 13:57:28,2,775.31,116.3,41.95,0.07,12.3933,Healthy
'2025-01-24 15:36:34,2,466.59,69.99,35.83,46.58,0.3147,Open Circuit
'2025-01-18 09:30:21,1,658.36,98.75,39.08,38.98,0.9025,Shading
'2025-01-17 07:20:26,2,363.41,54.51,29.39,8.44,0.2888,Open Circuit
'2025-01-28 10:25:14,2,814.0,122.1,43.47,18.84,12.4318,Healthy
'2025-01-03 14:51:51,1,607.81,91.17,38.03,7.28,0.4849,Open Circuit
'2025-01-25 10:00:22,2,743.71,111.56,42.26,61.81,5.053,Healthy
'2025-01-12 12:56:45,2,936.8,140.52,48.72,91.11,0.3042,Shading
'2025-01-18 08:34:28,2,524.12,78.62,36.18,26.64,3.993,Shading
'2025-01-07 09:35:51,1,713.56,107.03,43.01,55.36,0.0,Short Circuit
'2025-01-19 09:13:34,1,679.36,101.9,38.84,35.45,11.929,Short Circuit
'2025-01-10 11:22:08,1,973.15,145.97,49.05,20.34,17.1655,Short Circuit
'2025-01-28 16:28:23,1,378.28,56.74,30.58,12.92,5.4875,Healthy
'2025-01-06 07:08:13,1,317.91,47.69,28.7,25.37,0.0,Short Circuit
'2025-01-21 16:57:43,1,241.09,36.16,25.91,20.87,0.0,Short Circuit
'2025-01-23 11:41:36,1,992.82,148.92,49.18,2.62,17.5136,Short Circuit
'2025-01-02 12:51:25,1,908.85,136.33,47.0,94.98,0.2393,Open Circuit
'2025-01-07 11:16:44,2,938.44,140.77,49.53,63.49,0.7517,Open Circuit
'2025-01-26 09:20:50,2,696.58,104.49,41.12,13.65,6.4673,Shading
'2025-01-26 15:23:07,2,562.6,84.39,35.25,53.42,0.414,Open Circuit
'2025-01-28 11:05:18,2,955.88,143.38,49.61,60.85,9.8361,Healthy
'2025-01-21 11:28:03,2,904.55,135.68,48.83,27.71,15.9539,Short Circuit
'2025-01-07 10:24:57,1,798.91,119.84,42.0,82.13,1.4869,Healthy
'2025-01-04 08:50:36,2,535.31,80.3,35.16,39.52,0.4258,Open Circuit
'2025-01-05 16:54:05,2,276.43,41.46,26.57,29.7,0.0826,Shading
'2025-01-19 08:14:43,2,500.56,75.08,36.44,17.73,7.1934,Healthy
'2025-01-04 15:05:11,2,582.05,87.31,36.17,56.79,0.4079,Open Circuit
'2025-01-25 07:29:43,2,334.87,50.23,28.97,20.26,0.2661,Open Circuit
'2025-01-11 12:11:04,1,928.78,139.32,49.43,82.37,0.5485,Shading
'2025-01-27 07:42:41,2,338.72,50.81,29.45,2.02,5.9227,Short Circuit
'2025-01-07 14:53:51,1,618.06,92.71,39.23,31.56,4.6724,Shading
'2025-01-12 13:08:46,1,893.72,134.06,45.77,10.09,14.1532,Healthy
'2025-01-26 15:10:42,1,568.78,85.32,36.83,29.6,9.9782,Short Circuit
'2025-01-03 11:31:04,2,909.83,136.47,47.82,27.59,16.0398,Short Circuit
'2025-01-23 16:05:24,2,450.79,67.62,33.8,46.47,0.1546,Shading
'2025-01-07 12:35:13,1,982.35,147.35,49.12,61.9,10.8143,Short Circuit
'2025-01-08 16:00:08,1,433.37,65.01,33.51,2.79,7.5914,Short Circuit
'2025-01-18 07:42:08,1,415.5,62.33,30.63,28.0,6.134,Short Circuit
'2025-01-24 12:37:24,2,905.86,135.88,48.18,64.73,0.9652,Shading
'2025-01-08 09:08:28,2,665.67,99.85,38.8,25.84,0.5313,Open Circuit
'2025-01-24 10:16:06,1,804.95,120.74,43.45,39.53,6.1549,Shading
